Entry	Entry Name	Protein names	Organism	Length
P37742	RFBK7_ECOLX	Phosphomannomutase (PMM) (EC 5.4.2.8)	Escherichia coli	453
P42215	KPSU1_ECOLX	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	Escherichia coli	72
P42216	KPSU5_ECOLX	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	Escherichia coli	246
P50196	MTE8_ECOLX	Type II methyltransferase M.Eco47II (M.Eco47II) (EC 2.1.1.37) (Cytosine-specific methyltransferase Eco47II) (Modification methylase Eco47II)	Escherichia coli	417
P55293	RMLB1_ECOLX	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Escherichia coli	361
P71276	RT48_ECOLX	Retron Ec48 reverse transcriptase (RT-Ec48) (EC 2.7.7.49) (ECOR-58 reverse transcriptase)	Escherichia coli	408
Q05353	HPCB_ECOLX	3,4-dihydroxyphenylacetate 2,3-dioxygenase (EC 1.13.11.15) (Homoprotocatechuate 2,3-dioxygenase) (HPC dioxygenase)	Escherichia coli	276
Q3YL97	CDIB_ECOLX	Outer membrane transporter CdiB	Escherichia coli	588
Q46666	RT78_ECOLX	Retron Ec78 reverse transcriptase (RT) (EC 2.7.7.49)	Escherichia coli	311
Q47334	KPSF5_ECOLX	Arabinose 5-phosphate isomerase KpsF (API) (EC 5.3.1.13) (K-antigen-specific arabinose 5-phosphate isomerase) (K-API) (Polysialic acid capsule expression protein kpsF)	Escherichia coli	327
Q47459	PCOE_ECOLX	Probable copper-binding protein PcoE	Escherichia coli	144
Q47505	MCCC7_ECOLX	Microcin C7 (MccC7) (Microcin C51) (McC) (MccC51) (Microcin C)	Escherichia coli	7
Q4KXC9	WBNJ_ECOLX	O-antigen biosynthesis glycosyltransferase WbnJ (EC 2.4.1.122) (UDP-Gal:alpha-D-GalNAc-1,3-alpha-D-GalNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase)	Escherichia coli	254
Q57160	HPAB_ECOLX	4-hydroxyphenylacetate 3-monooxygenase oxygenase component (EC 1.14.14.9) (4-HPA 3-hydroxylase) (4-HPA 3-monooxygenase large component)	Escherichia coli	520
Q8VPC3	GSPI_ECOLX	Type II secretion system protein I (T2SS minor pseudopilin I) (Putative general secretion pathway protein I)	Escherichia coli	123
Q93LM8	BLA34_ECOLX	Beta-lactamase SHV-34 (EC 3.5.2.6)	Escherichia coli	286
Q9EXN5	MCHF_ECOLX	Probable microcin-H47 secretion/processing ATP-binding protein MchF (EC 3.4.22.-) (EC 7.-.-.-)	Escherichia coli	698
Q9RH91	F17FG_ECOLX	F17f-G fimbrial adhesin	Escherichia coli	343
Q9X2W0	MCJD_ECOLX	Microcin-J25 export ATP-binding/permease protein McjD (Microcin-J25 immunity protein) (Microcin-J25 secretion ATP-binding protein McjD)	Escherichia coli	580
Q9XCW4	VIOA_ECOLX	dTDP-4-amino-4,6-dideoxy-D-glucose transaminase (EC 2.6.1.33)	Escherichia coli	371
O08337	BLA8_ECOLX	Beta-lactamase SHV-8 (EC 3.5.2.6)	Escherichia coli	286
O33953	WZZB8_ECOLX	Chain length determinant protein (Polysaccharide antigen chain regulator)	Escherichia coli	325
O50336	TRWF_ECOLX	Type IV secretion system protein TrwF	Escherichia coli	266
P00645	CEAC_ECOLX	Cloacin (EC 3.1.-.-) (Ribonuclease)	Escherichia coli	561
P02980	TCR2_ECOLX	Tetracycline resistance protein, class B (TetA(B)) (Metal-tetracycline/H(+) antiporter)	Escherichia coli	401
P04127	PAPA_ECOLX	Pap fimbrial major pilin protein (Pap pili)	Escherichia coli	185
P04419	CEA2_ECOLX	Colicin-E2 (EC 3.1.-.-)	Escherichia coli	581
P05794	DYR23_ECOLX	Dihydrofolate reductase type 2 (EC 1.5.1.3) (Dihydrofolate reductase type II)	Escherichia coli	78
P07111	PAPH_ECOLX	PAP fimbrial minor pilin protein	Escherichia coli	195
P07674	KORB2_ECOLX	Transcriptional repressor protein KorB	Escherichia coli	358
P09882	CEA8_ECOLX	Colicin-E8 (EC 3.1.-.-)	Escherichia coli	205
P09985	HLYC2_ECOLX	Protein-lysine myristoyltransferase HlyC (EC 2.3.1.-) (Hemolysin C) (Hemolysin-activating lysine-acyltransferase HlyC) (Toxin-activating protein C, 2001)	Escherichia coli	174
P09986	HLYDC_ECOLX	Hemolysin secretion protein D, chromosomal	Escherichia coli	478
P0A1V9	BLO2_ECOLX	Beta-lactamase OXA-2 (EC 3.5.2.6) (Penicillinase)	Escherichia coli	275
P0AD63	BLA1_ECOLX	Beta-lactamase SHV-1 (EC 3.5.2.6) (PIT-2)	Escherichia coli	286
P0CK93	FMC1_ECOLX	CFA/I fimbrial subunit B (CFA/I antigen) (CFA/I pilin) (Colonization factor antigen I subunit B)	Escherichia coli	170
P0DJ91	TIR2_ECOLX	Translocated intimin receptor Tir (Secreted effector protein Tir)	Escherichia coli	538
P0DM86	RDCA_ECOLX	Regulator of diguanylate cyclase RdcA (EC 3.6.-.-) (Clamp-binding protein CrfC) (Clamp-binding sister replication fork colocalization protein) (Regulator of a diguanylate cyclase A)	Escherichia coli	742
P0DMP6	WBNH_ECOLX	O-antigen biosynthesis glycosyltransferase WbnH (EC 2.4.1.306) (UDP-GalNAc:alpha-D-GalNAc-diphosphoundecaprenol alpha-1,3-N-acetylgalactosaminyltransferase)	Escherichia coli	338
P0DX75	CAP17_ECOLX	ATP nucleosidase Cap17 (EC 3.5.99.-) (MTA/SAH nucleoside phosphorylase)	Escherichia coli	505
P11731	DYR5_ECOLX	Dihydrofolate reductase type 5 (EC 1.5.1.3) (Dihydrofolate reductase type V)	Escherichia coli	157
P12364	T3MO_ECOLX	Type III restriction-modification enzyme EcoP15I Mod subunit (M.EcoP15I) (EC 2.1.1.72) (EcoP15I methyltransferase) (Type III methyltransferase M.EcoP15I)	Escherichia coli	644
P13976	PEMK_ECOLX	Endoribonuclease PemK (EC 3.1.-.-) (Kid toxin protein) (mRNA interferase PemK)	Escherichia coli	133
P17909	TRAJ6_ECOLX	Protein TraJ (Relaxosome protein)	Escherichia coli	123
P17998	CEAD_ECOLX	Colicin-D	Escherichia coli	697
P21311	DMA7_ECOLX	Retron Ec67 DNA adenine methylase (EC 2.1.1.72) (M.Eco67Dam) (ORF1-Ec67 dam) (Orphan methyltransferase M.EcoEc67Dam) (M.EcoEc67Dam)	Escherichia coli	285
P22519	CVAA_ECOLX	Colicin V secretion protein CvaA	Escherichia coli	413
P25393	CFAD_ECOLX	HTH-type transcriptional activator CfaD (CFA/I fimbrial subunit D) (Colonization factor antigen I subunit D)	Escherichia coli	265
P28044	SSB7_ECOLX	Plasmid-derived single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	Escherichia coli	175
P37753	MANC9_ECOLX	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP)	Escherichia coli	471
P37754	6PGD9_ECOLX	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	Escherichia coli	468
P40714	CSCA_ECOLX	Sucrose-6-phosphate hydrolase (Sucrase) (EC 3.2.1.26) (Invertase)	Escherichia coli	477
P52145	ARSA2_ECOLX	Arsenical pump-driving ATPase (EC 7.3.2.7) (Arsenical resistance ATPase) (Arsenite-translocating ATPase) (Arsenite-transporting ATPase)	Escherichia coli	583
P78218	DYR15_ECOLX	Dihydrofolate reductase type 15 (EC 1.5.1.3) (Dihydrofolate reductase type XV)	Escherichia coli	157
Q03084	WBBD_ECOLX	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-galactosyltransferase (EC 2.4.1.303)	Escherichia coli	275
Q46978	HPAG_ECOLX	4-hydroxyphenylacetate degradation bifunctional isomerase/decarboxylase [Includes: 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase (HHDD isomerase) (EC 5.3.3.10) (5-carboxymethyl-2-hydroxymuconate Delta-isomerase); 5-carboxymethyl-2-oxo-hex-3-ene-1,7-dioate decarboxylase (EC 4.1.1.68) (5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase) (OPET decarboxylase)]	Escherichia coli	429
Q47125	CE10_ECOLX	Colicin-10	Escherichia coli	490
Q47163	T1MP_ECOLX	Type I restriction enzyme EcoprrI methylase subunit (M protein) (EC 2.1.1.72) (Type I methyltransferase M.EcoprrI) (M.EcoprrI)	Escherichia coli	520
Q47281	T1RE_ECOLX	Type I restriction enzyme EcoEI endonuclease subunit (EcoEI) (R protein) (EC 3.1.21.3)	Escherichia coli	813
Q47318	IUCC_ECOLX	Aerobactin synthase (EC 6.3.2.39)	Escherichia coli	580
Q47329	UDG5_ECOLX	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	Escherichia coli	392
Q47452	PCOA_ECOLX	Copper resistance protein A	Escherichia coli	605
Q47502	CEAK_ECOLX	Colicin-K	Escherichia coli	548
Q47592	WBDD2_ECOLX	O-antigen chain terminator bifunctional methyltransferase/kinase WbdD [Includes: 3-O-phospho-polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol 3-phospho-methyltransferase (EC 2.1.1.294); Polymannosyl GlcNAc-diphospho-ditrans,octacis-undecaprenol kinase (EC 2.7.1.181)]	Escherichia coli	708
Q58YV9	WBNK_ECOLX	O-antigen biosynthesis glycosyltransferase WbnK (EC 2.4.1.308) (GDP-Fuc:beta-D-Gal-1,3-alpha-D-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,2-fucosyltransferase)	Escherichia coli	302
Q59397	DYR9_ECOLX	Dihydrofolate reductase type 9 (EC 1.5.1.3) (Dihydrofolate reductase type IX)	Escherichia coli	177
Q6E7F4	RMLB2_ECOLX	dTDP-glucose 4,6-dehydratase (EC 4.2.1.46)	Escherichia coli	362
Q6XGD5	CDNE_ECOLX	Cyclic UMP-AMP synthase (cUMP-AMP synthase) (EC 2.7.7.-) (3',3'-cUAMP synthase) (cGAS/DncV-like nucleotidyltransferase in E.coli) (CD-NTase056)	Escherichia coli	297
Q8VQ46	WBGN_ECOLX	Alpha-1,2-colitosyltransferase (ColT) (Colitosyltransferase) (alpha1,2-ColT) (EC 2.4.1.341) (O-antigen biosynthesis glycosyltransferase WbgN)	Escherichia coli	290
Q9LC67	WBDA3_ECOLX	Serotype-specific mannosyltransferase WbdA (EC 2.4.1.-) (O-antigen chain mannosyltransferase A)	Escherichia coli	815
Q9R9D5	WAAQ_ECOLX	Lipopolysaccharide heptosyltransferase 3 (EC 2.4.99.25) (ADP-heptose:lipopolysaccharide heptosyltransferase III) (ADP-heptose:LPS heptosyltransferase III) (Heptosyltransferase III) (HepIII transferase)	Escherichia coli	340
Q9ZIS7	WAAY_ECOLX	Lipopolysaccharide core heptose(II) kinase WaaY (EC 2.7.1.-)	Escherichia coli	230
O69395	BLT2_ECOLX	Beta-lactamase Toho-2 (EC 3.5.2.6)	Escherichia coli	289
P00472	MTE1_ECOLX	Type II methyltransferase M.EcoRI (M.EcoRI) (EC 2.1.1.72) (Adenine-specific methyltransferase EcoRI) (Modification methylase EcoRI)	Escherichia coli	326
P00484	CAT3_ECOLX	Chloramphenicol acetyltransferase 3 (EC 2.3.1.28) (Chloramphenicol acetyltransferase III) (CAT-III)	Escherichia coli	213
P01559	HST1_ECOLX	Heat-stable enterotoxin ST-IA/ST-P (STh) (STp)	Escherichia coli	72
P03038	TETR1_ECOLX	Tetracycline repressor protein class A from transposon 1721	Escherichia coli	216
P08690	ARSA1_ECOLX	Arsenical pump-driving ATPase (EC 7.3.2.7) (Arsenical resistance ATPase) (Arsenite-translocating ATPase) (Arsenite-transporting ATPase)	Escherichia coli	583
P0C2H2	MACB_ECOLX	Macrolide export ATP-binding/permease protein MacB (EC 7.6.2.-)	Escherichia coli	646
P0C8J9	GATZ_ECOLX	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	Escherichia coli	420
P0C8K1	KBAZ_ECOLX	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ	Escherichia coli	426
P0CI32	HCAB_ECOLX	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase (EC 1.3.1.87) (2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase) (3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate dehydrogenase) (CI-dihydrodiol dehydrogenase) (Cis-3-(2-carboxyethenyl)-3,5-cyclohexadiene-1,2-diol dehydrogenase) (Cis-3-(2-carboxyethyl)-3,5-cyclohexadiene-1,2-diol dehydrogenase) (PP-dihydrodiol dehydrogenase)	Escherichia coli	270
P11902	PNDA1_ECOLX	Protein PndA	Escherichia coli	50
P11904	PARM_ECOLX	Plasmid segregation protein ParM (ParA locus 36 kDa protein) (Protein StbA)	Escherichia coli	320
P16553	RAFD_ECOLX	Raffinose invertase (Invertase) (EC 3.2.1.26)	Escherichia coli	476
P17224	T1RP_ECOLX	Type I restriction enzyme EcoprrI endonuclease subunit (EcoprrI) (R protein) (EC 3.1.21.3)	Escherichia coli	313
P22542	HSTI_ECOLX	Heat-stable enterotoxin II (STII) (Enterotoxin B) (ST-B)	Escherichia coli	71
P22615	CAT2_ECOLX	Chloramphenicol acetyltransferase 2 (EC 2.3.1.28) (Chloramphenicol acetyltransferase II) (CAT-II)	Escherichia coli	213
P24093	DRAA_ECOLX	Dr hemagglutinin structural subunit	Escherichia coli	160
P27189	TRAC4_ECOLX	DNA primase TraC (EC 2.7.7.-) (Replication primase)	Escherichia coli	1061
P42269	HPCC_ECOLX	5-carboxymethyl-2-hydroxymuconate semialdehyde dehydrogenase (CHMS dehydrogenase) (EC 1.2.1.60)	Escherichia coli	468
P43464	AGGR_ECOLX	Transcriptional activator AggR (AAF/I regulatory protein)	Escherichia coli	265
P62590	INT2_ECOLX	Integrase/recombinase (E2 protein)	Escherichia coli	337
P69774	PADL_ECOLX	Probable UbiX-like flavin prenyltransferase (EC 2.5.1.129) (4-hydroxybenzoate decarboxylase subunit B) (Phenolic acid decarboxylase subunit B)	Escherichia coli	197
Q04515	DYR10_ECOLX	Dihydrofolate reductase type A10 (EC 1.5.1.3) (Dihydrofolate reductase type X) (DHFRX)	Escherichia coli	187
Q077R2	WFAP_ECOLX	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfaP (EC 2.4.1.305)	Escherichia coli	251
Q46670	CDTC_ECOLX	Cytolethal distending toxin subunit C (CDT C)	Escherichia coli	181
Q47223	FIMA1_ECOLX	Type-1 fimbrial protein, A chain (Type-1A pilin)	Escherichia coli	184
Q47316	IUCA_ECOLX	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase (EC 6.3.2.38) (Aerobactin synthase IucA)	Escherichia coli	575
Q47456	PCOR_ECOLX	Transcriptional regulatory protein PcoR	Escherichia coli	226
Q59408	DYR13_ECOLX	Dihydrofolate reductase type A13 (EC 1.5.1.3) (Dihydrofolate reductase type XIII) (DHFRXIII)	Escherichia coli	165
Q5JBG6	WBNI_ECOLX	O-antigen biosynthesis glycosyltransferase WbnI (EC 2.4.1.309) (UDP-Gal:alpha-L-Fuc-1,2-beta-Gal-1,3-alpha-GalNAc-1,3-alpha-GalNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase)	Escherichia coli	234
Q9RH92	F17EG_ECOLX	F17e-G fimbrial adhesin	Escherichia coli	343
O50328	TRWL_ECOLX	Type IV secretion system pilin protein TrwL (Major pilus component TrwL)	Escherichia coli	112
P02970	FAEG1_ECOLX	K88 fimbrial protein AB (K88 antigen) (K88 pilin)	Escherichia coli	285
P02978	CEA1_ECOLX	Colicin-E1	Escherichia coli	522
P04483	TETR2_ECOLX	Tetracycline repressor protein class B from transposon Tn10	Escherichia coli	207
P05819	CEAB_ECOLX	Colicin-B	Escherichia coli	511
P06990	T1SB_ECOLX	Type I restriction enzyme EcoBI specificity subunit (S protein) (Type I specificity subunit S.EcoBI) (S.EcoBI) (Type-1 restriction enzyme EcoBI specificity subunit)	Escherichia coli	474
P07661	CITA_ECOLX	Citrate-proton symporter (Citrate carrier protein) (Citrate transporter) (Citrate utilization determinant) (Citrate utilization protein A)	Escherichia coli	431
P0DJ90	TIR1_ECOLX	Translocated intimin receptor Tir (Secreted effector protein Tir)	Escherichia coli	538
P0DJ92	TIR3_ECOLX	Translocated intimin receptor Tir (Secreted effector protein Tir)	Escherichia coli	558
P0DMC6	RCSC_ECOLX	Sensor histidine kinase RcsC (EC 2.7.13.3)	Escherichia coli	949
P0DX77	CDNC_ECOLX	CBASS oligonucleotide cyclase CdnC (EC 2.7.7.-) (CD-NTase019)	Escherichia coli	314
P10738	ERMB_ECOLX	rRNA adenine N-6-methyltransferase (EC 2.1.1.184) (Erythromycin resistance protein) (Macrolide-lincosamide-streptogramin B resistance protein)	Escherichia coli	245
P13810	E2AA_ECOLX	Heat-labile enterotoxin IIA, A chain (LT-IIA)	Escherichia coli	259
P14191	FAEG3_ECOLX	K88 fimbrial protein AD (K88 antigen) (K88 pilin)	Escherichia coli	285
P18000	CEA5_ECOLX	Colicin-E5 (EC 3.1.-.-)	Escherichia coli	180
P19704	T1SA_ECOLX	Type I restriction enzyme EcoAI specificity subunit (S protein) (Type I specificity subunit S.EcoAI) (S.EcoAI) (Type-1 restriction enzyme EcoAI specificity subunit)	Escherichia coli	589
P22522	CEAV_ECOLX	Colicin-V (Microcin-V bacteriocin)	Escherichia coli	103
P27190	TRAC5_ECOLX	DNA primase TraC (EC 2.7.7.-) (Replication primase)	Escherichia coli	1448
P28045	SSBR_ECOLX	Plasmid-derived single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein)	Escherichia coli	175
P35695	BLO7_ECOLX	Beta-lactamase OXA-7 (EC 3.5.2.6)	Escherichia coli	266
P42185	PRSH_ECOLX	PRS fimbrial minor pilin protein	Escherichia coli	195
P42502	KPSF1_ECOLX	Arabinose 5-phosphate isomerase KpsF (API) (EC 5.3.1.13) (K-antigen-specific arabinose 5-phosphate isomerase) (K-API) (Polysialic acid capsule expression protein kpsF)	Escherichia coli	317
P62577	CAT_ECOLX	Chloramphenicol acetyltransferase (CAT) (EC 2.3.1.28)	Escherichia coli	219
Q47108	CEA_ECOLX	Colicin-A	Escherichia coli	204
Q47500	CE05_ECOLX	Colicin-5	Escherichia coli	490
Q47526	RT83_ECOLX	Retron Ec83 reverse transcriptase (RT) (EC 2.7.7.49)	Escherichia coli	312
Q47594	WBDB_ECOLX	O-antigen chain mannosyltransferase B (EC 2.4.1.349) (Mannosyl-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase)	Escherichia coli	381
Q47595	WBDC_ECOLX	O-antigen chain mannosyltransferase C (EC 2.4.1.348) (N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 3-alpha-mannosyltransferase)	Escherichia coli	371
Q93SE0	BTUB_ECOLX	Vitamin B12 transporter BtuB (Cobalamin receptor) (Outer membrane cobalamin translocator)	Escherichia coli	614
J9RX10	YEDS_ECOLX	Outer membrane protein YedS	Escherichia coli	357
O50334	TRWH_ECOLX	Type IV secretion system outer membrane lipoprotein TrwH	Escherichia coli	47
O86199	MCHX_ECOLX	Protein MchX	Escherichia coli	39
P02982	TCR1_ECOLX	Tetracycline resistance protein, class A (TetA(A))	Escherichia coli	399
P02989	GENL_ECOLX	Protein L	Escherichia coli	87
P03051	ROP_ECOLX	Regulatory protein rop (RNA one modulator) (ROM)	Escherichia coli	63
P03854	COPA1_ECOLX	Protein CopA/IncA (Protein RepA3)	Escherichia coli	61
P04393	MTE5_ECOLX	Type II methyltransferase M.EcoRV (M.EcoRV) (EC 2.1.1.72) (Adenine-specific methyltransferase EcoRV) (Modification methylase EcoRV)	Escherichia coli	298
P04482	IMM2_ECOLX	Colicin-E2 immunity protein (ImmE2) (Microcin-E2 immunity protein)	Escherichia coli	86
P04744	PAPB_ECOLX	Major pilu subunit operon regulatory protein PapB	Escherichia coli	104
P05818	BMAE_ECOLX	M-agglutinin	Escherichia coli	170
P05820	CEAM_ECOLX	Colicin-M	Escherichia coli	271
P06991	T1SD_ECOLX	Type I restriction enzyme EcoDI specificity subunit (S protein) (Type I specificity subunit S.EcoDI) (S.EcoDI) (Type-1 restriction enzyme EcoDI specificity subunit)	Escherichia coli	444
P08701	IMMI_ECOLX	Colicin-Ia immunity protein	Escherichia coli	111
P09881	IMM8_ECOLX	Colicin-E8 immunity protein (ImmE8) (Microcin-E8 immunity protein)	Escherichia coli	85
P0ABW8	CSOA2_ECOLX	CS1 fimbrial subunit A (CS1 pilin)	Escherichia coli	171
P0ADI2	TNR3_ECOLX	Transposon Tn3 resolvase	Escherichia coli	185
P0DV85	TM48_ECOLX	Retron Ec48 transmembrane protein	Escherichia coli	235
P0DV87	RIB73_ECOLX	Retron Ec73 putative ribosyltransferase/DNA-binding protein (Orf316)	Escherichia coli	316
P0DV93	HNH83_ECOLX	Retron Ec83 putative HNH endonuclease (TIGR02646 family protein)	Escherichia coli	258
P10487	RCI1_ECOLX	Shufflon-specific DNA recombinase	Escherichia coli	384
P11257	T341_ECOLX	Transposase for insertion sequence element IS3411	Escherichia coli	240
P11899	IMMD_ECOLX	Colicin-D immunity protein (Microcin-D immunity protein)	Escherichia coli	87
P11900	FMF4_ECOLX	F41 fimbrial protein (Adhesin F41)	Escherichia coli	277
P11906	STBB_ECOLX	Protein StbB	Escherichia coli	117
P13018	STA_ECOLX	Streptothricin acetyltransferase (EC 2.3.-.-)	Escherichia coli	174
P13659	MBEB_ECOLX	Mobilization protein MbeB	Escherichia coli	172
P13972	TRAJ4_ECOLX	Protein TraJ	Escherichia coli	223
P13975	PEMI_ECOLX	Antitoxin PemI	Escherichia coli	85
P13991	TNSD_ECOLX	Transposon Tn7 transposition protein TnsD	Escherichia coli	508
P14499	X191_ECOLX	X polypeptide (ORF 19) (ORF169) (P19 protein)	Escherichia coli	169
P15176	LYS9_ECOLX	Lysis protein for colicin E9	Escherichia coli	47
P16477	PNDA2_ECOLX	Protein PndA	Escherichia coli	50
P17222	T1SP_ECOLX	Type I restriction enzyme EcoprrI specificity subunit (S protein) (Type I specificity subunit S.EcoprrI) (S.EcoprrI) (Type-1 restriction enzyme EcoprrI specificity subunit)	Escherichia coli	401
P17223	PRRC_ECOLX	Anticodon nuclease (ACNase) (EC 3.1.-.-) (Phage-less ACNase)	Escherichia coli	396
P17543	PAPJ_ECOLX	Protein PapJ	Escherichia coli	193
P17738	X192_ECOLX	X polypeptide (ORF 19) (ORF169) (P19 protein)	Escherichia coli	169
P18809	FINQ_ECOLX	Protein FinQ	Escherichia coli	342
P19071	PARP_ECOLX	Phasyl DNA replicon protein arp	Escherichia coli	285
P19705	T1SE_ECOLX	Type I restriction enzyme EcoEI specificity subunit (S protein) (Type I specificity subunit S.EcoEI) (S.EcoEI) (Type-1 restriction enzyme EcoEI specificity subunit)	Escherichia coli	594
P20861	FANG_ECOLX	Protein FanG	Escherichia coli	174
P21312	ENDOR_ECOLX	Probable replication endonuclease from retron Ec67 (EC 3.1.-.-) (Protein ORF2 in retron Ec67)	Escherichia coli	865
P23186	MCBD_ECOLX	Microcin B17-processing protein McbD	Escherichia coli	396
P23889	KPSM1_ECOLX	Polysialic acid transport protein KpsM	Escherichia coli	258
P32326	URER_ECOLX	Urease operon transcriptional activator	Escherichia coli	296
P33782	FAEH_ECOLX	K88 minor fimbrial subunit FaeH	Escherichia coli	265
P42186	PRSE_ECOLX	Fimbrial protein PrsE	Escherichia coli	173
P42188	PAPG3_ECOLX	Fimbrial adhesin PapGIII (Adhesin)	Escherichia coli	335
P42213	KPSD5_ECOLX	Polysialic acid transport protein KpsD	Escherichia coli	558
P46005	AGGC_ECOLX	Outer membrane usher protein AggC	Escherichia coli	842
P46738	NFAE_ECOLX	Chaperone protein NfaE	Escherichia coli	247
P53515	AFAA_ECOLX	AFA-III adhesin operon regulatory protein	Escherichia coli	101
P53517	AFAC_ECOLX	Outer membrane usher protein AfaC	Escherichia coli	859
P62538	REPE2_ECOLX	Replication initiation protein (Protein E) (Protein rep)	Escherichia coli	251
P77072	MERB_ECOLX	Alkylmercury lyase (EC 4.99.1.2) (Organomercurial lyase)	Escherichia coli	212
Q00184	TRAG5_ECOLX	Conjugal transfer protein TraG	Escherichia coli	637
Q00736	TRAY5_ECOLX	Relaxosome protein TraY	Escherichia coli	71
Q03284	URE1_ECOLX	Urease subunit alpha (EC 3.5.1.5) (Urea amidohydrolase subunit alpha)	Escherichia coli	30
Q03285	URED_ECOLX	Urease accessory protein UreD	Escherichia coli	278
Q03286	UREF_ECOLX	Urease accessory protein UreF	Escherichia coli	60
Q05781	FINO4_ECOLX	Fertility inhibition protein (Conjugal transfer repressor)	Escherichia coli	186
Q1JQN1	SULA_ECOLX	Cell division inhibitor SulA	Escherichia coli	169
Q47015	CEST_ECOLX	Tir chaperone	Escherichia coli	156
Q47400	NEUC_ECOLX	Polysialic acid biosynthesis protein P7	Escherichia coli	391
Q47503	IMMK_ECOLX	Colicin-K immunity protein	Escherichia coli	96
Q51651	REP9_ECOLX	RepFIB replication protein A	Escherichia coli	325
Q52331	KORC2_ECOLX	Transcriptional repressor protein KorC	Escherichia coli	85
Q58YW1	WZY_ECOLX	O-antigen polymerase (EC 2.4.99.27)	Escherichia coli	446
O86200	MCHI_ECOLX	Microcin H47 immunity protein MchI	Escherichia coli	69
P02985	IMM1_ECOLX	Colicin-E1 immunity protein (ImmE1) (Microcin-E1 immunity protein)	Escherichia coli	113
P02986	IMMC_ECOLX	Cloacin immunity protein	Escherichia coli	85
P03847	COPB2_ECOLX	Replication regulatory protein repA2 (Protein CopB)	Escherichia coli	84
P04738	FAEC_ECOLX	K88 fimbrial protein A	Escherichia coli	181
P05529	MCBF_ECOLX	Protein McbF	Escherichia coli	247
P05530	MCBG_ECOLX	Protein McbG (Pentapeptide repeat protein McbG)	Escherichia coli	187
P05789	EREB_ECOLX	Erythromycin esterase type II (EC 3.1.1.-)	Escherichia coli	419
P05821	LYS3_ECOLX	Lysis protein for colicin E1	Escherichia coli	45
P05823	TNR0_ECOLX	Transposon Tn2501 resolvase	Escherichia coli	194
P07620	PARA_ECOLX	Plasmid partition protein A	Escherichia coli	398
P0C5W5	INSD_ECOLX	Transposase InsD for insertion element IS2A/D/F/H/I/K	Escherichia coli	301
P0C7L3	PAAJ_ECOLX	Beta-ketoadipyl-CoA thiolase (EC 2.3.1.174) (3-oxoadipyl-CoA thiolase)	Escherichia coli	401
P0C8Z9	ECPA_ECOLX	Common pilus major fimbrillin subunit EcpA (MatB fimbrillin)	Escherichia coli	195
P0CF31	INSB_ECOLX	Insertion element IS1 protein InsB	Escherichia coli	167
P0DV91	ATP78_ECOLX	Retron Ec78 probable ATPase	Escherichia coli	550
P0DV92	HNH78_ECOLX	Retron Ec78 putative HNH endonuclease (TIGR02646 family protein)	Escherichia coli	216
P0DX03	TERW_ECOLX	Probable tellurium resistance transcriptional regulator TerW	Escherichia coli	155
P13344	LYS5_ECOLX	Lysis protein for colicin E5	Escherichia coli	47
P13946	COPA2_ECOLX	Protein CopA/IncA (Protein RepA3)	Escherichia coli	61
P13948	PIL3_ECOLX	Pilin	Escherichia coli	21
P13967	KLED2_ECOLX	Protein KleD (KcrB2 protein)	Escherichia coli	66
P13980	TRAT3_ECOLX	TraT complement resistance protein	Escherichia coli	245
P14494	PIL5_ECOLX	Pilin	Escherichia coli	119
P14495	PIL6_ECOLX	Pilin	Escherichia coli	119
