Entry	Entry Name	Protein names	Organism	Length
P22224	SEC15_YEAST	Exocyst complex component SEC15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	910
P22579	SIN3_YEAST	Transcriptional regulatory protein SIN3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1536
P23201	SPA2_YEAST	Protein SPA2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1466
P23301	IF5A1_YEAST	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (Hypusine-containing protein HP2) (eIF-4D)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157
P23561	STE11_YEAST	Serine/threonine-protein kinase STE11 (EC 2.7.11.25)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	717
P23615	SPT6_YEAST	Transcription elongation factor SPT6 (Chromatin elongation factor SPT6)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1451
P23643	VPS3_YEAST	Vacuolar protein sorting-associated protein 3 (Vacuolar protein-targeting protein 17)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1011
P23724	PSB6_YEAST	Proteasome subunit beta type-6 (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	241
P23900	FPS1_YEAST	Glycerol uptake/efflux facilitator protein	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	669
P24276	SSD1_YEAST	Protein SSD1 (Protein SRK1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1250
P24868	CG21_YEAST	G2/mitotic-specific cyclin-1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	471
P25037	UBP1_YEAST	Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	809
P25040	TSR4_YEAST	uS5 assembly chaperone (20S rRNA accumulation protein 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	408
P25042	ROX1_YEAST	Repressor ROX1 (Heme-dependent repression factor) (Hypoxic function repressor)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
P25046	MED19_YEAST	Mediator of RNA polymerase II transcription subunit 19 (Hypoxic gene repressor protein 3) (Mediator complex subunit 19) (Negative regulator of URS2 protein 3) (SNF1 suppressor protein 7)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
P25298	RNA14_YEAST	mRNA 3'-end-processing protein RNA14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	677
P25303	SCJ1_YEAST	DnaJ-related protein SCJ1 (J protein SCJ1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	377
P25341	KIN82_YEAST	Serine/threonine-protein kinase KIN82 (EC 2.7.11.1) (Flippase kinase 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	720
P25368	RRP7_YEAST	Ribosomal RNA-processing protein 7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
P25374	NFS1_YEAST	Cysteine desulfurase (EC 2.8.1.7) (tRNA-splicing protein SPL1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	497
P25377	ADH7_YEAST	NADP-dependent alcohol dehydrogenase 7 (EC 1.1.1.2) (NADP-dependent alcohol dehydrogenase VII) (ADHVII)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	361
P25382	NLE1_YEAST	Ribosome assembly protein 4 (Notchless protein homolog 1) (Ribosome biogenesis factor RSA4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515
P25389	KCC4_YEAST	Probable serine/threonine-protein kinase KCC4 (EC 2.7.11.1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1037
P25443	RS2_YEAST	Small ribosomal subunit protein uS5 (40S ribosomal protein S2) (Omnipotent suppressor protein SUP44) (RP12) (S4) (YS5)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
P25453	DMC1_YEAST	Meiotic recombination protein DMC1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	334
P25491	MAS5_YEAST	Mitochondrial protein import protein MAS5 (Yeast dnaJ protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	409
P25583	MET14_YEAST	Karyogamy protein KAR4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335
P25588	MRC1_YEAST	Mediator of replication checkpoint protein 1 (DNA replication checkpoint mediator MRC1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1096
P25618	CWH43_YEAST	Protein CWH43 (Calcofluor white hypersensitive protein)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	953
P25641	ATG15_YEAST	Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15) (Cytoplasm to vacuole targeting protein 17)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520
P25642	IMG2_YEAST	Large ribosomal subunit protein mL49 (54S ribosomal protein IMG2, mitochondrial) (Integrity of mitochondrial genome protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	146
P25847	MSH2_YEAST	DNA mismatch repair protein MSH2 (MutS protein homolog 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	964
P26570	PPZ1_YEAST	Serine/threonine-protein phosphatase PP-Z1 (EC 3.1.3.16)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	692
P27472	GYS2_YEAST	Glycogen [starch] synthase isoform 2 (EC 2.4.1.11)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705
P27515	URK1_YEAST	Uridine kinase (EC 2.7.1.48) (Uridine monophosphokinase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	501
P27796	THIK_YEAST	3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Peroxisomal 3-oxoacyl-CoA thiolase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417
P28007	GAR1_YEAST	H/ACA ribonucleoprotein complex subunit GAR1 (Glycine/arginine-rich protein 1) (snoRNP protein GAR1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	205
P28240	ACEA_YEAST	Isocitrate lyase (ICL) (EC 4.1.3.1) (Methylisocitrate lyase) (MICA) (EC 4.1.3.30) (Threo-D(S)-isocitrate glyoxylate-lyase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	557
P28241	IDH2_YEAST	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase) (NAD(+)-specific ICDH)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	369
P28272	PYRD_YEAST	Dihydroorotate dehydrogenase (fumarate) (DHOD) (DHODase) (DHOdehase) (EC 1.3.98.1) (Dihydroorotate oxidase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
P28321	MGLL_YEAST	Monoglyceride lipase (MGL) (EC 3.1.1.23) (Fatty acid ethyl ester hydrolase) (FAEE hydrolase) (Monoacylglycerol hydrolase) (MAG hydrolase) (MGH) (Monoacylglycerol lipase) (MAG lipase) (MAGL) (Serine hydrolase YJU3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	313
P28495	CAPZA_YEAST	F-actin-capping protein subunit alpha	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	268
P28707	SBA1_YEAST	Co-chaperone protein SBA1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216
P28737	MSP1_YEAST	Outer mitochondrial transmembrane helix translocase (EC 7.4.2.-) (Mitochondrial sorting of proteins) (Tat-binding homolog 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
P28777	AROC_YEAST	Chorismate synthase ARO2 (EC 1.5.1.38) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase) (Aromatic amino acid requiring protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	376
P28795	PEX3_YEAST	Peroxisomal biogenesis factor 3 (Peroxin-3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	441
P28817	HIBCH_YEAST	Small ribosomal subunit protein mS47 (3-hydroxyisobutyryl-CoA hydrolase, mitochondrial) (EC 3.1.2.4) (3-hydroxyisobutyryl-coenzyme A hydrolase) (HIB-CoA hydrolase) (HIBYL-CoA-H)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	500
P29311	BMH1_YEAST	Protein BMH1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	267
P29465	CHS3_YEAST	Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1165
P29547	EF1G1_YEAST	Elongation factor 1-gamma 1 (EF-1-gamma 1) (Calcium and membrane-binding protein 1) (Calcium phospholipid-binding protein) (CPBP) (Eukaryotic elongation factor 1Bgamma 1) (eEF1Bgamma 1) (Translation elongation factor 1B gamma 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415
P30605	ITR1_YEAST	Myo-inositol transporter 1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	584
P30620	PSO2_YEAST	DNA cross-link repair protein PSO2/SNM1 (EC 3.1.-.-)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661
P30771	RENT1_YEAST	ATP-dependent helicase NAM7 (EC 3.6.4.12) (EC 3.6.4.13) (Nonsense-mediated mRNA decay protein 1) (Nuclear accommodation of mitochondria 7 protein) (Up-frameshift suppressor 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	971
P30952	MLS1_YEAST	Malate synthase 1 (EC 2.3.3.9)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	554
P31244	RAD16_YEAST	DNA repair protein RAD16 (EC 3.6.4.-) (ATP-dependent helicase RAD16)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	790
P31374	PSK1_YEAST	Serine/threonine-protein kinase PSK1 (EC 2.7.11.1) (PAS kinase 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1356
P31378	NTH1_YEAST	Endonuclease III homolog 1 (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase 1) (DNA glycosylase/AP lyase 1) (Endonuclease III-like glycosylase 1) (Redoxyendonuclease 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
P31380	FUN30_YEAST	Chromatin remodeling protein FUN30 (EC 3.6.4.-) (Chromatin remodeler FUN30)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1131
P31412	VATC_YEAST	V-type proton ATPase subunit C (V-ATPase subunit C) (V-ATPase 42 kDa subunit) (Vacuolar proton pump subunit C)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	392
P32179	MET22_YEAST	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (3'-phosphoadenosine-5'-phosphate phosphatase) (3'-phosphoadenosine-5'-phosphatase) (PAP phosphatase) (PAPase) (DPNPase) (Halotolerance protein HAL2) (Methionine-requiring protein 22)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357
P32318	THI4_YEAST	Thiamine thiazole synthase (EC 2.4.2.60) (Thiazole biosynthetic enzyme)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	326
P32329	YPS1_YEAST	Aspartic proteinase 3 (EC 3.4.23.41) (Proprotein convertase) (Yapsin-1) [Cleaved into: Aspartic proteinase 3 subunit alpha; Aspartic proteinase 3 subunit beta]	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	569
P32334	MSB2_YEAST	Signaling mucin MSB2 (Multicopy suppressor of bud emergence 2) (Osmosensor MSB2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1306
P32336	NUD1_YEAST	Protein NUD1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	851
P32338	RME1_YEAST	Zinc finger protein RME1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	300
P32343	SSH4_YEAST	Protein SSH4 (Multicopy suppressor of leflunomide protein 4) (Suppressor of SHR3 null mutation protein 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	579
P32347	DCUP_YEAST	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37) (Porphyrinogen carboxylyase)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	362
P32363	GPI3_YEAST	Phosphatidylinositol N-acetylglucosaminyltransferase GPI3 subunit (GPI-GlcNAc transferase complex subunit GPI3) (GPI-GnT subunit GPI3) (EC 2.4.1.198) (GlcNAc-PI synthesis protein)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
P32364	SMY1_YEAST	Kinesin-related protein SMY1 (Suppressor protein SMY1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	656
P32367	TFC1_YEAST	Transcription factor tau 95 kDa subunit (TFIIIC 95 kDa subunit) (Transcription factor C subunit 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	649
P32368	SAC1_YEAST	Phosphatidylinositol-3-phosphatase SAC1 (EC 3.1.3.64) (Phosphatidylinositol-4-phosphate phosphatase) (Recessive suppressor of secretory defect)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	623
P32381	ARP2_YEAST	Actin-related protein 2 (Actin-like protein ARP2) (Actin-like protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	391
P32386	YBT1_YEAST	ATP-dependent bile acid permease	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1661
P32419	MDHP_YEAST	Malate dehydrogenase, peroxisomal (EC 1.1.1.37)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	343
P32454	APE2_YEAST	Aminopeptidase 2, mitochondrial (AP-II) (Aminopeptidase II) (EC 3.4.11.-) (YscII)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	952
P32457	CDC3_YEAST	Cell division control protein 3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	520
P32465	HXT1_YEAST	Low-affinity glucose transporter HXT1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
P32473	ODPB_YEAST	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (EC 1.2.4.1) (Pyruvate dehydrogenase complex component E1 beta) (PDHE1-B)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	366
P32478	HS150_YEAST	Cell wall mannoprotein HSP150 (150 kDa heat shock glycoprotein) (Covalently-linked cell wall protein 7) (Protein with internal repeats 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	413
P32486	KRE6_YEAST	Beta-glucan synthesis-associated protein KRE6 (Killer toxin-resistance protein 6)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	720
P32490	MKK1_YEAST	MAP kinase kinase MKK1/SSP32 (EC 2.7.12.2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	508
P32492	MYO4_YEAST	Myosin-4 (SWI5-dependent HO expression protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1471
P32494	NGG1_YEAST	SAGA complex subunit NGG1 (Chromatin-remodeling complexes subunit NGG1) (Transcriptional adapter 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	702
P32496	RPN12_YEAST	26S proteasome regulatory subunit RPN12 (Nuclear integrity protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274
P32521	PAN1_YEAST	Actin cytoskeleton-regulatory complex protein PAN1 (Mitochondrial distribution of proteins protein 3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1480
P32561	RPD3_YEAST	Histone deacetylase RPD3 (EC 3.5.1.98) (Transcriptional regulatory protein RPD3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	433
P32567	PAH1_YEAST	Phosphatidic acid phosphohydrolase 1 (PAP1) (EC 3.1.3.4) (Protein SMP2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	862
P32569	MED17_YEAST	Mediator of RNA polymerase II transcription subunit 17 (Mediator complex subunit 17) (Suppressor of RNA polymerase B 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	687
P32589	HSP7F_YEAST	Heat shock protein homolog SSE1 (Chaperone protein MSI3)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	693
P32597	STH1_YEAST	Nuclear protein STH1/NPS1 (EC 3.6.4.12) (ATP-dependent helicase STH1) (Chromatin structure-remodeling complex protein STH1) (SNF2 homolog)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1359
P32607	RTG1_YEAST	Retrograde regulation protein 1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	177
P32610	VATD_YEAST	V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar proton pump subunit D)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256
P32617	IES6_YEAST	Chromatin-remodeling complex subunit IES6 (Ino eighty subunit 6)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	166
P32639	BRR2_YEAST	Pre-mRNA-splicing helicase BRR2 (EC 3.6.4.13) (Protein Snu246)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2163
P32643	TMT1_YEAST	Trans-aconitate 3-methyltransferase (EC 2.1.1.145)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299
P32767	KA122_YEAST	Importin beta-like protein KAP122 (Karyopherin-122) (Pleiotropic drug resistance regulatory protein 6)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1081
P32769	HBS1_YEAST	Elongation factor 1 alpha-like protein (EC 3.6.5.-)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	611
P32773	TOA1_YEAST	Transcription initiation factor IIA large subunit (TFIIA large subunit) (TFIIA 32 kDa subunit)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	286
P32776	TFB1_YEAST	General transcription and DNA repair factor IIH subunit TFB1 (TFIIH subunit TFB1) (RNA polymerase II transcription factor B 73 kDa subunit) (RNA polymerase II transcription factor B p73 subunit) (RNA polymerase II transcription factor B subunit 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	642
P32784	GPT1_YEAST	Glycerol-3-phosphate O-acyltransferase 1 (G-3-P acyltransferase 1) (GPAT 1) (EC 2.3.1.15) (Dihydroxyacetone phosphate acyltransferase 1) (DHAP-AT 1) (EC 2.3.1.42) (Glycerol-3-phosphate / dihydroxyacetone phosphate acyltransferase 1) (Suppressor of choline-transport mutants 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
P32794	AFG2_YEAST	ATPase family gene 2 protein (EC 3.6.4.10) (Diazaborine resistance gene 1 protein)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	780
P32795	YME1_YEAST	Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 (EC 3.4.24.-) (Protein OSD1) (Tat-binding homolog 11) (Yeast mitochondrial escape protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	747
P32798	COT1_YEAST	Vacuolar zinc transporter COT1 (Cobalt toxicity protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	439
P32801	ELM1_YEAST	Serine/threonine-protein kinase ELM1 (EC 2.7.11.1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	640
P32830	TIM12_YEAST	Mitochondrial import inner membrane translocase subunit TIM12 (Mitochondrial regulator of splicing 5)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109
P32842	VATL2_YEAST	V-type proton ATPase subunit c' (V-ATPase subunit c') (Proteolipid protein VMA11) (Trifluoperazine resistance protein 3) (V-ATPase 16 kDa proteolipid subunit 2) (Vacuolar proton pump c' subunit)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	164
P32844	SEC6_YEAST	Exocyst complex component SEC6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	805
P32854	PEP12_YEAST	Syntaxin PEP12 (Carboxypeptidase Y-deficient protein 12) (Vacuolar protein sorting-associated protein 6) (Vacuolar protein-targeting protein 13)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	288
P32860	NFU1_YEAST	NifU-like protein, mitochondrial	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	256
P32898	PREP_YEAST	Presequence protease, mitochondrial (PreP) (EC 3.4.24.-) (Metalloprotease of 112 kDa) (Pitrilysin metalloproteinase) (Protease M)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	989
P32902	RT04_YEAST	Small ribosomal subunit protein uS2m (37S ribosomal protein MRP4, mitochondrial)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	394
P32908	SMC1_YEAST	Structural maintenance of chromosomes protein 1 (DA-box protein SMC1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1225
P32914	SPT4_YEAST	Transcription elongation factor SPT4 (Chromatin elongation factor SPT4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	102
P32939	YPT7_YEAST	Ypt/Rab-type GTPase YPT7 (Ypt7p) (Vacuolar morphology protein 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	208
P33202	UFD4_YEAST	Ubiquitin fusion degradation protein 4 (UB fusion protein 4) (EC 2.3.2.-) (HECT-type E3 ubiquitin transferase UFD4) (EC 2.3.2.26)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1483
P33204	ARPC4_YEAST	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa) (p20-ARC)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	171
P33328	SNC2_YEAST	Synaptobrevin homolog 2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	115
P33401	PGM1_YEAST	Phosphoglucomutase 1 (PGM 1) (EC 5.4.2.2) (Glucose phosphomutase 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
P33419	SPC29_YEAST	Spindle pole component 29	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	253
P33421	SDH3_YEAST	Succinate dehydrogenase [ubiquinone] cytochrome b subunit, mitochondrial	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
P33775	PMT1_YEAST	Dolichyl-phosphate-mannose--protein mannosyltransferase 1 (EC 2.4.1.109)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	817
P33891	TIP20_YEAST	Protein transport protein TIP20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	701
P34087	RPB7_YEAST	DNA-directed RNA polymerase II subunit RPB7 (RNA polymerase II subunit B7) (B16)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	171
P34163	TGL1_YEAST	Sterol esterase TGL1 (EC 3.1.1.13) (Triglyceride lipase-cholesterol esterase 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	548
P34164	SIP2_YEAST	SNF1 protein kinase subunit beta-2 (Protein SPM2) (SNF1-interacting protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	415
P34217	PIN4_YEAST	RNA-binding protein PIN4 (Psi inducibility protein 4)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	668
P34230	PXA2_YEAST	Peroxisomal long-chain fatty acid import protein 1 (Peroxisomal ABC transporter 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	853
P34233	ASH1_YEAST	Transcriptional regulatory protein ASH1 (Daughter cells HO repressor protein)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	588
P34241	URB1_YEAST	Nucleolar pre-ribosomal-associated protein 1 (Unhealthy ribosome biogenesis protein 1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1764
P34730	BMH2_YEAST	Protein BMH2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	273
P34756	FAB1_YEAST	1-phosphatidylinositol 3-phosphate 5-kinase FAB1 (Phosphatidylinositol 3-phosphate 5-kinase) (EC 2.7.1.150) (Formation of aploid and binucleate cells protein 1) (Styryl dye vacuolar localization protein 7) (Type III PIP kinase) (PIPkin-III)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2278
P34758	SCD5_YEAST	Protein SCD5 (Protein FTB1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	872
P34760	TSA1_YEAST	Peroxiredoxin TSA1 (Prx) (EC 1.11.1.24) (Cytoplasmic thiol peroxidase 1) (cTPx 1) (Protector protein) (PRP) (Thiol-specific antioxidant protein 1) (Thioredoxin peroxidase type Ia) (TPx type Ia) (Thioredoxin-dependent peroxide reductase) (Thioredoxin-dependent peroxiredoxin TSA1)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196
P34761	WHI3_YEAST	Protein WHI3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	661
P35180	TOM20_YEAST	Mitochondrial import receptor subunit TOM20 (Mitochondrial 20 kDa outer membrane protein) (Protein MAS20) (Translocase of outer membrane 20 kDa subunit)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	183
P35191	MDJ1_YEAST	DnaJ homolog 1, mitochondrial	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	511
P35207	SKI2_YEAST	Antiviral helicase SKI2 (EC 3.6.4.13) (Superkiller protein 2)	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1287
