Entry	Entry Name	Protein names	Organism	Length
P09603	CSF1_HUMAN	Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) (Proteoglycan macrophage colony-stimulating factor) (PG-M-CSF) [Cleaved into: Processed macrophage colony-stimulating factor 1; Macrophage colony-stimulating factor 1 43 kDa subunit]	Homo sapiens (Human)	554
P09758	TACD2_HUMAN	Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1)	Homo sapiens (Human)	323
P09848	LPH_HUMAN	Lactase/phlorizin hydrolase (Lactase/glycosylceramidase) [Includes: Lactase (EC 3.2.1.108); Glycosylceramidase (EC 3.2.1.62) (Phlorizin hydrolase)]	Homo sapiens (Human)	1927
P09912	IFI6_HUMAN	Interferon alpha-inducible protein 6 (Interferon-induced protein 6-16) (Ifi-6-16)	Homo sapiens (Human)	130
P0DMS8	AA3R_HUMAN	Adenosine receptor A3	Homo sapiens (Human)	318
P0DTE4	UD2A1_HUMAN	UDP-glucuronosyltransferase 2A1 (UDPGT 2A1) (UGT2A1) (EC 2.4.1.17)	Homo sapiens (Human)	527
P10176	COX8A_HUMAN	Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)	Homo sapiens (Human)	69
P10620	MGST1_HUMAN	Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I)	Homo sapiens (Human)	155
P10721	KIT_HUMAN	Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117)	Homo sapiens (Human)	976
P12830	CADH1_HUMAN	Cadherin-1 (CAM 120/80) (Epithelial cadherin) (E-cadherin) (Uvomorulin) (CD antigen CD324) [Cleaved into: E-Cad/CTF1; E-Cad/CTF2; E-Cad/CTF3]	Homo sapiens (Human)	882
P13164	IFM1_HUMAN	Interferon-induced transmembrane protein 1 (Dispanin subfamily A member 2a) (DSPA2a) (Interferon-induced protein 17) (Interferon-inducible protein 9-27) (Leu-13 antigen) (CD antigen CD225)	Homo sapiens (Human)	125
P13473	LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2 (LAMP-2) (Lysosome-associated membrane protein 2) (CD107 antigen-like family member B) (LGP-96) (CD antigen CD107b)	Homo sapiens (Human)	410
P13591	NCAM1_HUMAN	Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)	Homo sapiens (Human)	858
P13671	CO6_HUMAN	Complement component C6	Homo sapiens (Human)	934
P13688	CEAM1_HUMAN	Cell adhesion molecule CEACAM1 (Biliary glycoprotein 1) (BGP-1) (Carcinoembryonic antigen-related cell adhesion molecule 1) (CEA cell adhesion molecule 1) (CD antigen CD66a)	Homo sapiens (Human)	526
P13765	DOB_HUMAN	HLA class II histocompatibility antigen, DO beta chain (MHC class II antigen DOB)	Homo sapiens (Human)	273
P13866	SC5A1_HUMAN	Sodium/glucose cotransporter 1 (Na(+)/glucose cotransporter 1) (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1)	Homo sapiens (Human)	664
P14060	3BHS1_HUMAN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type I) (3-beta-HSD I) (3-beta-hydroxy-5-ene steroid dehydrogenase) (3-beta-hydroxy-Delta(5)-steroid dehydrogenase) (EC 1.1.1.145) (3-beta-hydroxysteroid 3-dehydrogenase) (EC 1.1.1.270) (Delta-5-3-ketosteroid isomerase) (Dihydrotestosterone oxidoreductase) (EC 1.1.1.210) (Steroid Delta-isomerase) (EC 5.3.3.1) (Trophoblast antigen FDO161G)	Homo sapiens (Human)	373
P14784	IL2RB_HUMAN	Interleukin-2 receptor subunit beta (IL-2 receptor subunit beta) (IL-2R subunit beta) (IL-2RB) (High affinity IL-2 receptor subunit beta) (Interleukin-15 receptor subunit beta) (p70-75) (p75) (CD antigen CD122)	Homo sapiens (Human)	551
P14867	GBRA1_HUMAN	Gamma-aminobutyric acid receptor subunit alpha-1 (GABA(A) receptor subunit alpha-1) (GABAAR subunit alpha-1)	Homo sapiens (Human)	456
P15260	INGR1_HUMAN	Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119)	Homo sapiens (Human)	489
P15391	CD19_HUMAN	B-lymphocyte antigen CD19 (B-lymphocyte surface antigen B4) (Differentiation antigen CD19) (T-cell surface antigen Leu-12) (CD antigen CD19)	Homo sapiens (Human)	556
P15514	AREG_HUMAN	Amphiregulin (AR) (Colorectum cell-derived growth factor) (CRDGF)	Homo sapiens (Human)	252
P15529	MCP_HUMAN	Membrane cofactor protein (TLX) (Trophoblast leukocyte common antigen) (CD antigen CD46)	Homo sapiens (Human)	392
P15941	MUC1_HUMAN	Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227) [Cleaved into: Mucin-1 subunit alpha (MUC1-NT) (MUC1-alpha); Mucin-1 subunit beta (MUC1-beta) (MUC1-CT)]	Homo sapiens (Human)	1255
P16150	LEUK_HUMAN	Leukosialin (GPL115) (Galactoglycoprotein) (GALGP) (Leukocyte sialoglycoprotein) (Sialophorin) (CD antigen CD43) [Cleaved into: CD43 cytoplasmic tail (CD43-ct) (CD43ct)]	Homo sapiens (Human)	400
P16234	PGFRA_HUMAN	Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha) (EC 2.7.10.1) (Alpha platelet-derived growth factor receptor) (Alpha-type platelet-derived growth factor receptor) (CD140 antigen-like family member A) (CD140a antigen) (Platelet-derived growth factor alpha receptor) (Platelet-derived growth factor receptor 2) (PDGFR-2) (CD antigen CD140a)	Homo sapiens (Human)	1089
P16389	KCNA2_HUMAN	Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2)	Homo sapiens (Human)	499
P16410	CTLA4_HUMAN	Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4) (CTLA-4) (CD antigen CD152)	Homo sapiens (Human)	223
P16473	TSHR_HUMAN	Thyrotropin receptor (Thyroid-stimulating hormone receptor) (TSH-R)	Homo sapiens (Human)	764
P16615	AT2A2_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 (SERCA2) (SR Ca(2+)-ATPase 2) (EC 7.2.2.10) (Calcium pump 2) (Calcium-transporting ATPase sarcoplasmic reticulum type, slow twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	Homo sapiens (Human)	1042
P17643	TYRP1_HUMAN	5,6-dihydroxyindole-2-carboxylic acid oxidase (DHICA oxidase) (EC 1.14.18.-) (Catalase B) (Glycoprotein 75) (Melanoma antigen gp75) (Tyrosinase-related protein 1) (TRP) (TRP-1) (TRP1)	Homo sapiens (Human)	537
P17787	ACHB2_HUMAN	Neuronal acetylcholine receptor subunit beta-2	Homo sapiens (Human)	502
P17861	XBP1_HUMAN	X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	Homo sapiens (Human)	261
P18084	ITB5_HUMAN	Integrin beta-5	Homo sapiens (Human)	799
P19021	AMD_HUMAN	Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]	Homo sapiens (Human)	973
P19224	UD16_HUMAN	UDP-glucuronosyltransferase 1A6 (UGT1A6) (EC 2.4.1.17) (Phenol-metabolizing UDP-glucuronosyltransferase) (UDP-glucuronosyltransferase 1-6) (UDPGT 1-6) (UGT1*6) (UGT1-06) (UGT1.6) (UDP-glucuronosyltransferase 1-F) (UGT-1F) (UGT1F)	Homo sapiens (Human)	532
P19438	TNR1A_HUMAN	Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a) [Cleaved into: Tumor necrosis factor receptor superfamily member 1A, membrane form; Tumor necrosis factor-binding protein 1 (TBPI)]	Homo sapiens (Human)	455
P19634	SL9A1_HUMAN	Sodium/hydrogen exchanger 1 (APNH) (Na(+)/H(+) antiporter, amiloride-sensitive) (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)	Homo sapiens (Human)	815
P20036	DPA1_HUMAN	HLA class II histocompatibility antigen, DP alpha 1 chain (DP(W3)) (DP(W4)) (HLA-SB alpha chain) (MHC class II DP3-alpha) (MHC class II DPA1)	Homo sapiens (Human)	260
P20292	AL5AP_HUMAN	Arachidonate 5-lipoxygenase-activating protein (FLAP) (MK-886-binding protein)	Homo sapiens (Human)	161
P21439	MDR3_HUMAN	Phosphatidylcholine translocator ABCB4 (EC 7.6.2.1) (ATP-binding cassette sub-family B member 4) (Multidrug resistance protein 3) (P-glycoprotein 3)	Homo sapiens (Human)	1286
P21583	SCF_HUMAN	Kit ligand (Mast cell growth factor) (MGF) (Stem cell factor) (SCF) (c-Kit ligand) [Cleaved into: Soluble KIT ligand (sKITLG)]	Homo sapiens (Human)	273
P21709	EPHA1_HUMAN	Ephrin type-A receptor 1 (hEpha1) (EC 2.7.10.1) (EPH tyrosine kinase) (EPH tyrosine kinase 1) (Erythropoietin-producing hepatoma receptor) (Tyrosine-protein kinase receptor EPH)	Homo sapiens (Human)	976
P21728	DRD1_HUMAN	D(1A) dopamine receptor (Dopamine D1 receptor)	Homo sapiens (Human)	446
P21757	MSRE_HUMAN	Macrophage scavenger receptor types I and II (Macrophage acetylated LDL receptor I and II) (Scavenger receptor class A member 1) (CD antigen CD204)	Homo sapiens (Human)	451
P21796	VDAC1_HUMAN	Non-selective voltage-gated ion channel VDAC1 (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM) (Voltage-dependent anion-selective channel protein 1) (VDAC-1) (hVDAC1)	Homo sapiens (Human)	283
P21860	ERBB3_HUMAN	Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)	Homo sapiens (Human)	1342
P21926	CD9_HUMAN	CD9 antigen (5H9 antigen) (Cell growth-inhibiting gene 2 protein) (Leukocyte antigen MIC3) (Motility-related protein) (MRP-1) (Tetraspanin-29) (Tspan-29) (p24) (CD antigen CD9)	Homo sapiens (Human)	228
P22455	FGFR4_HUMAN	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334)	Homo sapiens (Human)	802
P22732	GTR5_HUMAN	Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine) (GLUT-5)	Homo sapiens (Human)	501
P22897	MRC1_HUMAN	Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor) (hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206)	Homo sapiens (Human)	1456
P23416	GLRA2_HUMAN	Glycine receptor subunit alpha-2	Homo sapiens (Human)	452
P23468	PTPRD_HUMAN	Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)	Homo sapiens (Human)	1912
P23942	PRPH2_HUMAN	Peripherin-2 (Retinal degeneration slow protein) (Tetraspanin-22) (Tspan-22)	Homo sapiens (Human)	346
P25025	CXCR2_HUMAN	C-X-C chemokine receptor type 2 (CXC-R2) (CXCR-2) (CDw128b) (GRO/MGSA receptor) (High affinity interleukin-8 receptor B) (IL-8R B) (IL-8 receptor type 2) (CD antigen CD182)	Homo sapiens (Human)	360
P25103	NK1R_HUMAN	Substance-P receptor (SPR) (NK-1 receptor) (NK-1R) (Tachykinin receptor 1)	Homo sapiens (Human)	407
P25106	ACKR3_HUMAN	Atypical chemokine receptor 3 (C-X-C chemokine receptor type 7) (CXC-R7) (CXCR-7) (Chemokine orphan receptor 1) (G-protein coupled receptor 159) (G-protein coupled receptor RDC1 homolog) (RDC-1)	Homo sapiens (Human)	362
P25445	TNR6_HUMAN	Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95)	Homo sapiens (Human)	335
P25874	UCP1_HUMAN	Mitochondrial brown fat uncoupling protein 1 (UCP 1) (Solute carrier family 25 member 7) (Thermogenin)	Homo sapiens (Human)	307
P25929	NPY1R_HUMAN	Neuropeptide Y receptor type 1 (NPY1-R)	Homo sapiens (Human)	384
P26439	3BHS2_HUMAN	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2 (3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type II) (3-beta-HSD II) (3-beta-HSD adrenal and gonadal type) [Includes: 3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) (3-beta-hydroxy-5-ene steroid dehydrogenase) (Progesterone reductase); Steroid Delta-isomerase (EC 5.3.3.1) (Delta-5-3-ketosteroid isomerase)]	Homo sapiens (Human)	372
P27037	AVR2A_HUMAN	Activin receptor type-2A (EC 2.7.11.30) (Activin receptor type IIA) (ACTR-IIA) (ACTRIIA)	Homo sapiens (Human)	513
P27338	AOFB_HUMAN	Amine oxidase [flavin-containing] B (EC 1.4.3.21) (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	Homo sapiens (Human)	520
P27449	VATL_HUMAN	V-type proton ATPase 16 kDa proteolipid subunit c (V-ATPase 16 kDa proteolipid subunit c) (Vacuolar proton pump 16 kDa proteolipid subunit c)	Homo sapiens (Human)	155
P28335	5HT2C_HUMAN	5-hydroxytryptamine receptor 2C (5-HT-2C) (5-HT2C) (5-HTR2C) (5-hydroxytryptamine receptor 1C) (5-HT-1C) (5-HT1C) (Serotonin receptor 2C)	Homo sapiens (Human)	458
P29017	CD1C_HUMAN	T-cell surface glycoprotein CD1c (CD antigen CD1c)	Homo sapiens (Human)	333
P29275	AA2BR_HUMAN	Adenosine receptor A2b	Homo sapiens (Human)	332
P29371	NK3R_HUMAN	Neuromedin-K receptor (NKR) (NK-3 receptor) (NK-3R) (Neurokinin B receptor) (Tachykinin receptor 3)	Homo sapiens (Human)	465
P30542	AA1R_HUMAN	Adenosine receptor A1	Homo sapiens (Human)	326
P30968	GNRHR_HUMAN	Gonadotropin-releasing hormone receptor (GnRH receptor) (GnRH-R)	Homo sapiens (Human)	328
P31391	SSR4_HUMAN	Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R) (SST4)	Homo sapiens (Human)	388
P31645	SC6A4_HUMAN	Sodium-dependent serotonin transporter (SERT) (5HT transporter) (5HTT) (Solute carrier family 6 member 4)	Homo sapiens (Human)	630
P31785	IL2RG_HUMAN	Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132)	Homo sapiens (Human)	369
P32239	GASR_HUMAN	Gastrin/cholecystokinin type B receptor (CCK-B receptor) (CCK-BR) (Cholecystokinin-2 receptor) (CCK2-R)	Homo sapiens (Human)	447
P32241	VIPR1_HUMAN	Vasoactive intestinal polypeptide receptor 1 (VIP-R-1) (Pituitary adenylate cyclase-activating polypeptide type II receptor) (PACAP type II receptor) (PACAP-R-2) (PACAP-R2) (VPAC1 receptor) (VPAC1R)	Homo sapiens (Human)	457
P32246	CCR1_HUMAN	C-C chemokine receptor type 1 (C-C CKR-1) (CC-CKR-1) (CCR-1) (CCR1) (HM145) (LD78 receptor) (Macrophage inflammatory protein 1-alpha receptor) (MIP-1alpha-R) (RANTES-R) (CD antigen CD191)	Homo sapiens (Human)	355
P32942	ICAM3_HUMAN	Intercellular adhesion molecule 3 (ICAM-3) (CDw50) (ICAM-R) (CD antigen CD50)	Homo sapiens (Human)	547
P32970	CD70_HUMAN	CD70 antigen (CD27 ligand) (CD27-L) (Tumor necrosis factor ligand superfamily member 7) (CD antigen CD70)	Homo sapiens (Human)	193
P34910	EVI2B_HUMAN	Protein EVI2B (Ecotropic viral integration site 2B protein homolog) (EVI-2B) (CD antigen CD361)	Homo sapiens (Human)	448
P34982	OR1D2_HUMAN	Olfactory receptor 1D2 (Olfactory receptor 17-4) (OR17-4) (Olfactory receptor OR17-6) (Olfactory receptor-like protein HGMP07E)	Homo sapiens (Human)	312
P34995	PE2R1_HUMAN	Prostaglandin E2 receptor EP1 subtype (PGE receptor EP1 subtype) (PGE2 receptor EP1 subtype) (Prostanoid EP1 receptor)	Homo sapiens (Human)	402
P35414	APJ_HUMAN	Apelin receptor (Angiotensin receptor-like 1) (G-protein coupled receptor APJ) (G-protein coupled receptor HG11)	Homo sapiens (Human)	380
P35462	DRD3_HUMAN	D(3) dopamine receptor (Dopamine D3 receptor)	Homo sapiens (Human)	400
P35670	ATP7B_HUMAN	Copper-transporting ATPase 2 (EC 7.2.2.8) (Copper pump 2) (Wilson disease-associated protein) [Cleaved into: WND/140 kDa]	Homo sapiens (Human)	1465
P36021	MOT8_HUMAN	Monocarboxylate transporter 8 (MCT 8) (Monocarboxylate transporter 7) (MCT 7) (Solute carrier family 16 member 2) (X-linked PEST-containing transporter)	Homo sapiens (Human)	539
P36382	CXA5_HUMAN	Gap junction alpha-5 protein (Connexin-40) (Cx40)	Homo sapiens (Human)	358
P36897	TGFR1_HUMAN	TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Activin A receptor type II-like protein kinase of 53kD) (Activin receptor-like kinase 5) (ALK-5) (ALK5) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I)	Homo sapiens (Human)	503
P36941	TNR3_HUMAN	Tumor necrosis factor receptor superfamily member 3 (Lymphotoxin-beta receptor) (Tumor necrosis factor C receptor) (Tumor necrosis factor receptor 2-related protein) (Tumor necrosis factor receptor type III) (TNF-RIII) (TNFR-III)	Homo sapiens (Human)	435
P37023	ACVL1_HUMAN	Activin receptor type-1-like (EC 2.7.11.30) (Activin receptor-like kinase 1) (ALK-1) (Serine/threonine-protein kinase receptor R3) (SKR3) (TGF-B superfamily receptor type I) (TSR-I)	Homo sapiens (Human)	503
P37059	DHB2_HUMAN	17-beta-hydroxysteroid dehydrogenase type 2 (17-beta-HSD 2) (20 alpha-hydroxysteroid dehydrogenase) (20-alpha-HSD) (E2DH) (Estradiol 17-beta-dehydrogenase 2) (EC 1.1.1.62) (Microsomal 17-beta-hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 2) (Testosterone 17-beta-dehydrogenase) (EC 1.1.1.239)	Homo sapiens (Human)	387
P40145	ADCY8_HUMAN	Adenylate cyclase type 8 (EC 4.6.1.1) (ATP pyrophosphate-lyase 8) (Adenylate cyclase type VIII) (Adenylyl cyclase 8) (AC8) (Ca(2+)/calmodulin-activated adenylyl cyclase)	Homo sapiens (Human)	1251
P40259	CD79B_HUMAN	B-cell antigen receptor complex-associated protein beta chain (B-cell-specific glycoprotein B29) (Ig-beta) (Immunoglobulin-associated B29 protein) (CD antigen CD79b)	Homo sapiens (Human)	229
P41145	OPRK_HUMAN	Kappa-type opioid receptor (K-OR-1) (KOR-1)	Homo sapiens (Human)	380
P41146	OPRX_HUMAN	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	Homo sapiens (Human)	370
P41181	AQP2_HUMAN	Aquaporin-2 (AQP-2) (ADH water channel) (Aquaporin-CD) (AQP-CD) (Collecting duct water channel protein) (WCH-CD) (Water channel protein for renal collecting duct)	Homo sapiens (Human)	271
P41440	S19A1_HUMAN	Reduced folate transporter (FOLT) (Cyclic dinucleotide:anion antiporter SLC19A1) (Folate:anion antiporter SLC19A1) (Intestinal folate carrier 1) (IFC-1) (Placental folate transporter) (Reduced folate carrier protein) (RFC) (hRFC) (Reduced folate transporter 1) (RFT-1) (Solute carrier family 19 member 1) (hSLC19A1)	Homo sapiens (Human)	591
P41968	MC3R_HUMAN	Melanocortin receptor 3 (MC3-R)	Homo sapiens (Human)	323
P42658	DPP6_HUMAN	A-type potassium channel modulatory protein DPP6 (DPPX) (Dipeptidyl aminopeptidase-like protein 6) (Dipeptidyl aminopeptidase-related protein) (Dipeptidyl peptidase 6) (Dipeptidyl peptidase IV-like protein) (Dipeptidyl peptidase VI) (DPP VI)	Homo sapiens (Human)	865
P43005	EAA3_HUMAN	Excitatory amino acid transporter 3 (Excitatory amino-acid carrier 1) (Neuronal and epithelial glutamate transporter) (Sodium-dependent glutamate/aspartate transporter 3) (Solute carrier family 1 member 1)	Homo sapiens (Human)	524
P43007	SATT_HUMAN	Neutral amino acid transporter A (Alanine/serine/cysteine/threonine transporter 1) (ASCT-1) (Solute carrier family 1 member 4)	Homo sapiens (Human)	532
P43489	TNR4_HUMAN	Tumor necrosis factor receptor superfamily member 4 (ACT35 antigen) (OX40L receptor) (TAX transcriptionally-activated glycoprotein 1 receptor) (CD antigen CD134)	Homo sapiens (Human)	277
P43629	KI3L1_HUMAN	Killer cell immunoglobulin-like receptor 3DL1 (CD158 antigen-like family member E) (HLA-BW4-specific inhibitory NK cell receptor) (Natural killer-associated transcript 3) (NKAT-3) (p70 natural killer cell receptor clones CL-2/CL-11) (p70 NK receptor CL-2/CL-11) (CD antigen CD158e)	Homo sapiens (Human)	444
P43681	ACHA4_HUMAN	Neuronal acetylcholine receptor subunit alpha-4	Homo sapiens (Human)	627
P46059	S15A1_HUMAN	Solute carrier family 15 member 1 (Intestinal H(+)/peptide cotransporter) (Oligopeptide transporter, small intestine isoform) (Peptide transporter 1)	Homo sapiens (Human)	708
P46089	GPR3_HUMAN	G-protein coupled receptor 3 (ACCA orphan receptor)	Homo sapiens (Human)	330
P46094	XCR1_HUMAN	Chemokine XC receptor 1 (G-protein coupled receptor 5) (Lymphotactin receptor) (XC chemokine receptor 1)	Homo sapiens (Human)	333
P46098	5HT3A_HUMAN	5-hydroxytryptamine receptor 3A (5-HT3-A) (5-HT3A) (5-hydroxytryptamine receptor 3) (5-HT-3) (5-HT3R) (Serotonin receptor 3A) (Serotonin-gated ion channel receptor)	Homo sapiens (Human)	478
P46695	IEX1_HUMAN	Radiation-inducible immediate-early gene IEX-1 (Differentiation-dependent gene 2 protein) (Protein DIF-2) (Immediate early protein GLY96) (Immediate early response 3 protein) (PACAP-responsive gene 1 protein) (Protein PRG1)	Homo sapiens (Human)	156
P47211	GALR1_HUMAN	Galanin receptor type 1 (GAL1-R) (GALR-1)	Homo sapiens (Human)	349
P47870	GBRB2_HUMAN	Gamma-aminobutyric acid receptor subunit beta-2 (GABA(A) receptor subunit beta-2) (GABAAR subunit beta-2)	Homo sapiens (Human)	512
P47871	GLR_HUMAN	Glucagon receptor (GL-R)	Homo sapiens (Human)	477
P47900	P2RY1_HUMAN	P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)	Homo sapiens (Human)	373
P48039	MTR1A_HUMAN	Melatonin receptor type 1A (Mel-1A-R) (Mel1a receptor)	Homo sapiens (Human)	350
P48066	S6A11_HUMAN	Sodium- and chloride-dependent GABA transporter 3 (GAT-3) (Solute carrier family 6 member 11)	Homo sapiens (Human)	632
P48509	CD151_HUMAN	CD151 antigen (GP27) (Membrane glycoprotein SFA-1) (Platelet-endothelial tetraspan antigen 3) (PETA-3) (Tetraspanin-24) (Tspan-24) (CD antigen CD151)	Homo sapiens (Human)	253
P48547	KCNC1_HUMAN	Voltage-gated potassium channel KCNC1 (NGK2) (Potassium voltage-gated channel subfamily C member 1) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4)	Homo sapiens (Human)	511
P48960	AGRE5_HUMAN	Adhesion G protein-coupled receptor E5 (Leukocyte antigen CD97) (CD antigen CD97) [Cleaved into: Adhesion G protein-coupled receptor E5 subunit alpha; Adhesion G protein-coupled receptor E5 subunit beta]	Homo sapiens (Human)	835
P49019	HCAR3_HUMAN	Hydroxycarboxylic acid receptor 3 (G-protein coupled receptor 109B) (G-protein coupled receptor HM74) (G-protein coupled receptor HM74B) (Niacin receptor 2) (Nicotinic acid receptor 2)	Homo sapiens (Human)	387
P49238	CX3C1_HUMAN	CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMK-BRL1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28)	Homo sapiens (Human)	355
P49279	NRAM1_HUMAN	Natural resistance-associated macrophage protein 1 (NRAMP 1) (Solute carrier family 11 member 1)	Homo sapiens (Human)	550
P49326	FMO5_HUMAN	Flavin-containing monooxygenase 5 (FMO 5) (Baeyer-Villiger monooxygenase 1) (hBVMO1) (EC 1.14.13.-) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (EC 1.14.13.8) (Dimethylaniline oxidase 5) (NADPH oxidase) (EC 1.6.3.1)	Homo sapiens (Human)	533
P49641	MA2A2_HUMAN	Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)	Homo sapiens (Human)	1150
P49771	FLT3L_HUMAN	Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine)	Homo sapiens (Human)	235
P49895	IOD1_HUMAN	Type I iodothyronine deiodinase (EC 1.21.99.3) (EC 1.21.99.4) (5DI) (DIOI) (Type 1 DI) (Type-I 5'-deiodinase)	Homo sapiens (Human)	249
P50406	5HT6R_HUMAN	5-hydroxytryptamine receptor 6 (5-HT-6) (5-HT6) (Serotonin receptor 6)	Homo sapiens (Human)	440
P50416	CPT1A_HUMAN	Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A) (Succinyltransferase CPT1A) (EC 2.3.1.-)	Homo sapiens (Human)	773
P50895	BCAM_HUMAN	Basal cell adhesion molecule (Auberger B antigen) (B-CAM cell surface glycoprotein) (F8/G253 antigen) (Lutheran antigen) (Lutheran blood group glycoprotein) (CD antigen CD239)	Homo sapiens (Human)	628
P50993	AT1A2_HUMAN	Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-2)	Homo sapiens (Human)	1020
